2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
696.6447,0.0,0.0,0.0,0.0,39.37109,167701.93030739998,140.985,1932.483,104.699,211.0031,47.037409999999994,146.5512,2.072843,35.88777,436.616,238.5659
0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380809.74000000005,-209.44,-48.1015129331381,-284.794520547945,-259.875,-275.364238410596,-1199.01459854015,-61866.327546882305,3611754.4245810057,215075.44491,630509.6629022466,353400.7235294118,20173.74142857143,-112.37918039735098,4236.982899552198,766785.6671335495,100460.81197202338
,,,,,,,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,842.6899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,
0.0,186.3035,168.53590000000003,105.6719,374.392415,541.1857,76.78378000000001,309.11206,1726.4794000000002,4479.424300000001,13139.3374,26637.14777,21717.7442,55218.4693,98589.808,150668.608,0.0
60713.41,92814.3,101923.8,60787.78,79141.721537,120424.2,111715.0,117283.4,57239.14,14949.7,24569.0,59299.01,11413.15,2088.907,34167.07,39897.14,20791.3
0.0,0.0,1686.366,0.0,0.0,667.3066,74.15789000000001,0.0,49.679347,0.0,4.167714,6.518749,10.85777,143.52037900000002,2.558319,7.511207000000001,0.0
0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,
3584708.0,4718723.0,2378468.3397,5206511.5,3513180.0,5039808.0,3981459.0,4942543.8398,5113777.0,2604800.09,5505519.21741,4580275.0,3402660.009628,3204147.364771,2863240.5724227,4043479.0,1227583.0
6979.137,28313.072,0.0,13344.75,29839.81,40562.23,23563.46,8749.681999999999,1166.5668899999998,28016.47,116650.7,66474.83,52873.11,15783.14,32892.34,0.0,2390.005
34806.86,14471.79,0.0,0.0,0.0,0.0,25.0,0.0,24.0,0.0,0.0,0.0,0.0,4508.951,0.0,0.0,11919.61
581267.117,11386.70977,0.0,1182.0429960000001,16.95877,20.18393,165.9801,4.164351,363.5403,2.230542,0.9866573000000001,228.13547499999999,107.813256,225.1778,418.8261,3596.4405172,153164.7399
0.0,0.0,3887.3779999999997,0.0,35793.69,0.0,26.0,0.0,25.0,0.0,0.0,0.0,0.0,37245.88,22728.44,10244.67,0.0
2823.3779999999997,5703.1669999999995,3699.785,1467.6660000000002,20994133.0,5919086.0,2194427.0,4763200.0,27.822331,21805.6219,3587.332,21.72916,0.0,56.29445,263.6646,660.8056,966.8655
771.31341,2.228006,6.6176580000000005,0.0,7.37796,19.364620000000002,93.0,0.0,139.80811,120.97636,200.2914,202.3084,9407.597300000001,9087.081,18.230970000000003,134.12102,130.49408400000002
0.0,0.0,0.0,0.0,1929.817,0.0,65.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,6460.028,0.0
,,,,,,,,,,,,,,,,
546.660842,3462.0447030000005,16989.209378,77471.936564,68195.90401500001,83140.21895499999,153525.474987,222052.896568,236638.255331,223315.9,295387.942165,170437.0,112261.709628,23405.460493000002,14322.64,32864.054,187.77783999999997
0.0,0.0,0.0,0.0,88.19967,0.0,31.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-106268.743113139,13798.150655021993,-61513.071109603974,98198.8845507479,48059.69222797931,162883.85410411772,79562.3540399652,169736.55969461479,111319.8165312489,-1568413.7496345202,305504.901539991,256458.72810139303,65812.1,3476571.293723937,59486.499478330705,143075.34452105968,-20264.9437516883
26306.23,44242.19,0.0,0.0,0.0,0.0,33.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5286.6269999999995
0.0,0.0,0.0,0.0,0.0,47.66891,34.0,774.3916,946.6074,206.4438,318.0814,420.1789,231.187409,169.2529,9.416592999999999,31.6198607,0.0
,,,,,,,,,,,,,,,,
4.004318,23.714531,1.654414,4.682156,2.345423,1.613718,37.869995,44.38105,39.644661,3.140875,1165.9237799999999,346.122488,874.2662,2.089541,2.024096,2.048511,2.375584
7968562.668223352,12940909.001764957,53433624.35374878,51114871.381630145,9033548.820214126,405079.7404992654,6477642.894572349,3787967.7878206614,18686382.83643061,644351.4480726895,1310008.8360466305,1355684.3284031912,1455814.745853899,18256807.573917728,10832353.514318665,2813190.8637984167,18519193.141626723
0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14142.97,100.2603,10846.82,0.0,0.0,0.0,39.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2933.903
64686.6741,39627.6269,87390.67177000002,130939.298066,145964.53336099998,115172.193032,200527.79119999998,199179.25578,181372.326,195963.193555,616789.003914,1051850.235933,1332652.5249,1353318.2084000001,814547.0197099998,65196255.9372,23617.90969
64316.2553930408,-3380719.14648947,-2257748.806,115258.8922941177,-22192703.084266696,-6306294.491924291,-2590580.72640033,-4939766.140633331,-11542582.87,-243678.97952300002,21415.625994844777,34582.18206728869,1911598.6186316775,741171.4893639132,137736.17834926324,6766.080957563961,46181.9790284
138107.7,0.0,0.0,2500688.25,2242964.0,32343.66,45.0,795683.3,45.0,0.0,0.0,0.0,0.0,0.0,26055.75,0.0,27754.79
0.0,0.0,0.0,0.0,0.0,0.0,46.0,2.419767,46.0,0.0,0.0,4917.855,0.0,0.0,0.0,0.0,0.0
-9080.384114991099,188869.12148039238,46364.17554729598,15761.077786265632,-1123.31965940232,1085.16257437502,440.4997699858902,392277.61589239526,1042501.0960637839,202782.78599666027,192350.90962335578,868222.5628726286,321186.9889392212,98059.96033567289,311750.62960210035,115660.83593757304,-758.66856033293
0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-377882.353387164,-26283.177084206804,-10348.701312651701,-822654.7205816491,-8336.80903974521,-16533.1673415121,-10820.3017951902,-18293.4354485777,-120348.11967209801,-66048.0407045034,-30405.554334170898,-66555.5974380399,-83796.6207554889,-299889.595812326,-520481.38191343704,-655280.716781582,-151503.284444107
197229.29,38876.908,28349.69,163230.9,185491.2,121318.54800000001,42737.0033,114220.5,108686.48999999999,627547.3999999999,688985.6247999999,60550.32886,325881.84,173713.53,11816.17,519.781,69719.48999999999
0.0,0.0,76420.49,220995.3,0.0,0.0,53.0,300041.88,361180.3,342036.9,134147.5,70529.98,81341.63,16185.27,50548.17,179936.9,0.0
,,,,,,,,,,,,,,,,
352368.206,6805.78,4192.945299999999,0.0,0.0,0.0,55.0,185.6482,2223.4137459999997,0.0,2071.7976,29278.16,0.0,0.0,0.0,0.0,71352.755
475106.34,111477.9,52035.46,61803.41,90353.68,15268.64,56.0,7103.063,4071.20478,0.0,0.0,23.902079999999998,0.0,109165.7,26.313240000000004,13.99816,126549.01999999999
67170.542182868,10343.861391835992,90140.84298466801,-149007.724304786,-117666.71438331198,-113946.03140225896,-466211.3216183721,33910968.81426403,-195357.5128903099,-409447.8001153398,-951151.2840229401,-262095.65513375006,644295.3797850902,502579.61662957916,357946.47756346094,306643.77099903685,-56915.19575924
0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103241.86,24065.573,92260.325,55150.14,45602.46174,3.207832,95.958,11404.713864000001,6233.23776,29098.564,211.18173000000002,274.714337,285.5086,175.814184,878.244882,101.55998000000001,40133.968
13079.34,0.0,0.0,9060.702,5984.340999999999,0.0,61.0,0.0,173.9845,106593.02404,2.463248,17.383329999999997,0.0,33.56378,5932.362,3.072767,5243.8640000000005
1920747.6876574308,-0.884894573107501,-0.258270227182144,25.964853376469033,-3.22819798585815,322063.1430699553,92310.49775351015,2954998.001873469,54.81907338518769,-2.53853493056292,-0.0568970058828694,-2.9543133485522004,-7.91651940340708,-6.057672441781531,1298.0005462263543,137.29576420123982,24783.830288621262
65913.2,14851.24,4519.5070000000005,6.788678999999999,5340.53,0.0,3625.228,393.3073,62.0,4.155556,0.0,4.345833,0.0,5825.481,0.0,9.290548,13673.44
0.0,0.0,0.0,57.70377,17412.482879999996,134.72899999999998,216.825,128.2476,7129.104520000001,8123.887670000001,47.928709999999995,245.5395,193.6302,17612.054200000002,191.8739,8869.6632,0.0
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,67.0,1.936818,10913.95,0.0,0.0,0.0,0.0,0.0,0.0
0.0,29.444779999999998,19056.491471499998,13634.62,19452.48,0.0,71.869995,0.0,78.111653,50963.99,5.747578,6.223062,2.2129220000000003,4761.004474,8013.5276672,20583.671418500002,0.0
0.0,0.0,0.0,0.0,0.0,2.420577,71.0,0.0,71.0,0.0,0.8210825,5200.769,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
140369.229,117613.2131,181150.799,97739.65938,78471.9967,98611.89474,110717.51199999999,18223.9042,112783.64826,44250.9323,826624.6227,412543.9493,1479325.28527,204078.0492,14245.1555,16286.532790000001,48153.560999999994
45418.64,0.0,0.0,0.0,50.87631,0.0,76.0,0.0,77.0,0.0,0.0,15.56218,0.0,0.0,28.249779999999998,0.0,37948.55
60.3662,0.0,0.0,132.3792,0.0,0.0,169.8915,16.938370000000003,336.23602,154.4804,41.67714,650.66787,291.3501,6.712756,117.6827,343.7503,24.20245
-6139217.30164005,-815715.453970133,-1780291.11194948,-5865992.41030411,-6290936.65197155,-1968890.60930782,-1360287.9132937,-1831185.8440425799,-639673.775586519,-765261.9933829609,-469544.973608088,-367199.820692478,-288180.37979798,-566709.485554738,-426254.341195439,-359036.57707102,-1233766.65933367
1.144091,71396.05,0.0,20443.02,0.0,0.0,80.0,5452.490400000001,83.822331,0.0,4380.3604000000005,22684.64,7.745225,225.56045,16796.806999999997,24598.595999999998,0.6787384
392.8602,2732.6290000000004,4459.247,1525.703,183.2455,73.97064,2362.925,2163.19,940.7447,260.4264,724.1325,17876.33,58772.97646,4359.304303,4610.63072,31207.194199999998,81.4973
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
5008315.7095454,163825.91392,265061.04335,28303.4561,19714801.471000005,3887.80132,302264.2601000001,70319.16589,47706.166229999995,28695.508499,7263.99454,20197.974775000002,7238.632894,2766927.1625,111648.78496500001,21230.79157,1035997.9420992
0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3414185,0.0
0.0,0.0,0.0,10.183019999999999,69.47341,3.207832,235.8285,4.839533,109.64255999999999,18.64419,36.16276,60.45828,877.30958,17.900679999999998,12.79159,6.193699,0.0
0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.432272,1.4853370000000001,63.892275,489.278106,8.599884,5.648013,4578.801822,0.0,2414.937,515.101425,20.83857,49.127959999999995,116.07496,41.79083,0.0,0.0,2.0362150000000003
0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,94.0,0.0,0.0,658.5237,869.7492,0.0,20154.828,0.0,0.0
0.0,215.7698,0.0,1272.4660000000001,3591.9109999999996,17658.27,458.3177,3297.5429999999997,5373.848000000001,6788.9490000000005,2809.009,6255.453,8117.66,3771.0190000000002,2578.656,2036.2939999999999,0.0
20277.56,46719.4,64684.91,61426.22,4543.497,98717.672,11484.02,9341.86429,18899.64,20432.8,16386.45,8159.934294,4994.208,0.0,30497.43,23376.42,6944.05
8374.964,49769.64,66465.82,58657.19849,50976.98,25380.1341,5055.319,7247.815,14731.788475999998,810.32447,8933.405,5804.907999999999,1778.4029,3358.9651000000003,3224.608,3.096849,2868.006
1311.668,542.5077,597.1551999999999,49.320859999999996,28.6186,41.506280000000004,97.9349974,0.0,99.0,431.6553,0.0,5.918593,160.83852000000002,485.24397999999997,180.8324,41.635577999999995,218.5936
375852.17064,1475914.12471,9373346.011140002,27712269.87611,32874422.67242,13528346.302730002,13600242.552410001,175828135.33283,76148182.56379999,32500569.09925,61403081.91182,17940230.36043,155211409.88538998,142507041.08681002,109340955.46428001,45119271.0139,874573.5693999999
12576.29,0.0,0.0,93555.28,9918.5268,619.1116,347.671,0.0,65.0,0.0,75.01884,4.345833,6316.823619999999,8784.85,15930.65,5708.12825,5042.1759999999995
0.0,43.12,0.0,16.25347,0.0,0.0,83.0,6.7670710000000005,1133.0832827,3252.4674,474.8329,311.2437,0.0,0.0,3094.13263,0.3414185,0.0
-3383224.56571517,2116566.6285707504,-46471.2558689547,-1039494.6605969501,-415152.9588455,-1495034.56503644,-1474389.42191952,-1455621.35105346,-3210047.5499528497,-961090.9291690601,-1915827.84066163,-4545233.94949714,-7945039.972909319,-2372885.00552681,-1836744.24162078,-3309884.7399469204,-891231.3230154141
98347.28010080001,0.02765296,0.0,0.0,73.33304,0.0,527.503,0.0,1226.6369,25.696538999999998,30.88131,85.709616,108.4332,250.9756585,249.05474,42.549643,39429.83167982
20737.533199999998,11128.564,0.0,27959.17,16200.645199999999,1605.63503,103.0,3395.97237,19539.73404,499532.21702000004,226.1297512,1873.4339160000004,113.49167,172.146029,213.43409880000002,408.29237300000005,4319.43979
35213.62,0.0,5.701764,3.394339,105.44277,8542.457,190.53230580000002,10.2171772,2805.17904,110.53334,2410.0297,5490.3436,218.76014999999998,183.482,138.51004,9.290548,14118.09
53.040980000000005,19.202103,45.995374,733.768328,10.413266,32.43846,12528.7173,107.23200000000001,1484.0582499999998,4422.671060000001,14507.238940000001,54005.9821,139083.8462,1466.8007,1362.7435,1035.874495,24.457752
77.80496,3224.38151,808.3441,3474.96,593.5569,129.279645,139.18236499999998,258.1305,1682.093103,1159.267294,27.578385200000003,46.16503,440.9078,71.15841999999999,3702.8438199999996,293.47801,65.00823000000001
-73649.917273023,-25904.706964855694,-83886.03186860999,-258475.78419038997,-46550.3839,-205728.40981247698,-2306.3278301886785,43758.765414878,-139290.07818439702,-2111066.48297895,-1460030.35736545,-401932.35935970396,-1903182.42524615,-150108.78570011898,-15013.0807170886,-36743.5116554813,-9469.229460916404
-8798404.97766834,-20305404.240503304,-64003172.658,-83866394.0382183,-48618384.830152296,-14938252.671691101,-21961994.129861802,-216908504.23134798,-98220688.6278342,-33984009.8697328,-64133541.366308995,-20596275.0062748,-159125124.131213,-170959632.329429,-121464913.889427,-113478274.096154,-20562884.348086
498.0212,3314.6929,4515.7970000000005,458.2358,7.719268,115.48200000000001,21.0,1342.97,33585.526,13621.782000000001,8631.161,69.53331999999999,461.4551,8313.9217,46.04974,687.5006,199.6702
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
0.0,0.0,2149971.515861,0.0,0.0,0.0,149154.7,235733.3,466043.41341,0.0,0.0,434.8235,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
-55192.5976797596,-121.592576832655,137.075585234661,197519.81104934824,24649.186920782504,163118.4741935484,2122.127864101433,893.977208820204,10652.12,2406.328666666667,-590.409572983533,-524.456719292837,2264.6916375188007,-1386.9493557087198,-2679.36855091969,-1208.8201493966699,-106771.65714285699
